Date,Year,Month,SumNet
2064-01-03,64,1,20290.719400189802
2064-01-04,64,1,16168.89731830446
2064-01-05,64,1,11406.084039581572
2064-01-06,64,1,26438.81568358014
2064-01-07,64,1,12380.908115256427
2064-01-08,64,1,24681.383744675735
2064-01-09,64,1,13734.912348536334
2064-01-10,64,1,11931.388453322319
2064-01-11,64,1,14417.713784418587
2064-01-12,64,1,9739.95835076012
2064-01-13,64,1,22680.672025111282
2064-01-14,64,1,15578.891312681895
2064-01-15,64,1,7734.1681592577015
2064-01-16,64,1,27087.662624962486
2064-01-17,64,1,12132.84541982313
2064-01-18,64,1,16763.03297230567
2064-01-19,64,1,27287.69121797186
2064-01-20,64,1,19102.90188150577
2064-01-21,64,1,4390.043180542558
2064-01-22,64,1,28255.13158479078
2064-01-23,64,1,19203.53353907112
2064-01-24,64,1,10712.262825055497
2064-01-25,64,1,5038.8901072382305
2064-01-26,64,1,24026.730488838584
2064-01-27,64,1,18982.10992192689
2064-01-28,64,1,16470.371667313324
2064-01-29,64,1,26922.884908477772
2064-01-30,64,1,23869.319125511392
2064-01-31,64,1,5398.571512249784
2064-02-01,64,2,10039.939966070899
2064-02-02,64,2,8206.185054619506
2064-02-03,64,2,22574.442484607633
2064-02-04,64,2,1972.4406073376022
2064-02-05,64,2,17526.80086126818
2064-02-06,64,2,23111.301886480025
2064-02-07,64,2,26426.203466090734
2064-02-08,64,2,10920.370712761316
2064-02-09,64,2,24816.46183548837
2064-02-10,64,2,4208.320371701009
2064-02-11,64,2,25547.11646030103
2064-02-12,64,2,4697.171207627491
2064-02-13,64,2,12521.33142625065
2064-02-14,64,2,24121.565607607055
2064-02-15,64,2,5347.60539311444
2064-02-16,64,2,7648.290461746603
2064-02-17,64,2,21945.324483398923
2064-02-18,64,2,21881.059559836158
2064-02-19,64,2,19593.28135367362
2064-02-20,64,2,21124.5048895459
2064-02-21,64,2,16739.00885708029
2064-02-22,64,2,8302.17270830163
2064-02-23,64,2,11025.183811613664
2064-02-24,64,2,6266.333787241344
2064-02-25,64,2,27345.066278675222
2064-02-26,64,2,17918.362048217492
2064-02-27,64,2,12624.691086145556
2064-02-28,64,2,14398.168305679848
2064-02-29,64,2,28471.216848742646
2064-03-01,64,3,5447.190690366326
2064-03-02,64,3,18000.66512848712
2064-03-03,64,3,15670.771687649514
2064-03-04,64,3,18732.172827604787
2064-03-05,64,3,1525.1953308043749
2064-03-06,64,3,26291.593359380393
2064-03-07,64,3,28031.43019202476
2064-03-08,64,3,17388.86232408706
2064-03-09,64,3,21202.873892429874
2064-03-10,64,3,27752.482054141576
2064-03-11,64,3,21509.92039508856
2064-03-12,64,3,5423.632244513579
2064-03-13,64,3,17712.36244483758
2064-03-14,64,3,18594.73634510282
2064-03-15,64,3,13299.789467769195
2064-03-16,64,3,22356.88283311696
2064-03-17,64,3,28096.64342830143
2064-03-18,64,3,27841.48687429651
2064-03-19,64,3,14074.341770719831
2064-03-20,64,3,4283.903329381903
2064-03-21,64,3,29560.394769907703
2064-03-22,64,3,25328.04450693209
2064-03-23,64,3,4615.217754894738
2064-03-24,64,3,27704.414595903796
2064-03-25,64,3,26226.99449980172
2064-03-26,64,3,16046.303656656091
2064-03-27,64,3,18146.98763660295
2064-03-28,64,3,12571.078412233777
2064-03-29,64,3,2588.0875258389087
2064-03-30,64,3,10720.720007731126
2064-03-31,64,3,24282.750009342333
2064-04-01,64,4,1134.328667133483
2064-04-02,64,4,10671.475979043182
2064-04-03,64,4,12546.892114137356
2064-04-04,64,4,16584.472485199763
2064-04-05,64,4,27675.812875970052
2064-04-06,64,4,11044.033836612876
2064-04-07,64,4,11061.642854990603
2064-04-08,64,4,22387.536195182704
2064-04-09,64,4,14114.320285804408
2064-04-10,64,4,7513.539865259477
2064-04-11,64,4,14120.745967848108
2064-04-12,64,4,5084.853591014196
2064-04-13,64,4,6115.222608680476
2064-04-14,64,4,15452.665409444913
2064-04-15,64,4,13148.838035631888
2064-04-16,64,4,27530.5311309749
2064-04-17,64,4,11509.423074382361
2064-04-18,64,4,17837.06215806326
2064-04-19,64,4,19335.664349666382
2064-04-20,64,4,1379.7392410616753
2064-04-21,64,4,20242.583788484608
2064-04-22,64,4,6163.043039222792
2064-04-23,64,4,28871.039206614198
2064-04-24,64,4,5311.219104840276
2064-04-25,64,4,13024.099588083689
2064-04-26,64,4,3475.140374280672
2064-04-27,64,4,29909.353303532473
2064-04-28,64,4,15563.655299606035
2064-04-29,64,4,18266.16550228127
2064-04-30,64,4,2945.217844264397
2064-05-01,64,5,22748.853641576155
2064-05-02,64,5,7087.262199771987
2064-05-03,64,5,27043.5743937807
2064-05-04,64,5,6949.049573978208
2064-05-05,64,5,6529.94389924633
2064-05-06,64,5,2059.9403675947515
2064-05-07,64,5,14689.941408189978
2064-05-08,64,5,17380.392864615875
2064-05-09,64,5,2905.5505434222187
2064-05-10,64,5,23490.300884155306
2064-05-11,64,5,14145.376207692801
2064-05-12,64,5,16207.31781049982
2064-05-13,64,5,13782.119661208617
2064-05-14,64,5,12622.128765384454
2064-05-15,64,5,17229.56960793832
2064-05-16,64,5,5501.967131990663
2064-05-17,64,5,6275.915784362863
2064-05-18,64,5,25991.783009392002
2064-05-19,64,5,28437.348401875348
2064-05-20,64,5,11825.970172112835
2064-05-21,64,5,8851.595521163059
2064-05-22,64,5,19675.98675393146
2064-05-23,64,5,12853.290961844796
2064-05-24,64,5,1736.204314150001
2064-05-25,64,5,5528.42532361952
2064-05-26,64,5,21763.194636574528
2064-05-27,64,5,20108.79431539439
2064-05-28,64,5,1785.7837826010214
2064-05-29,64,5,7437.192696055534
2064-05-30,64,5,7701.169101054071
2064-05-31,64,5,20484.889564363126
2064-06-01,64,6,1571.6055948765606
2064-06-02,64,6,4019.1488775526414
2064-06-03,64,6,24197.566475822492
2064-06-04,64,6,6177.795199575675
2064-06-05,64,6,19929.637127704365
2064-06-06,64,6,7907.300650355069
2064-06-07,64,6,3883.8003900210097
2064-06-08,64,6,8051.9935389841685
2064-06-09,64,6,21945.741023814116
2064-06-10,64,6,25815.197575082286
2064-06-11,64,6,25076.376072442756
2064-06-12,64,6,12518.32235893519
2064-06-13,64,6,20374.46896054874
2064-06-14,64,6,6944.544567058808
2064-06-15,64,6,9501.284177569385
2064-06-16,64,6,26993.73873711247
2064-06-17,64,6,1377.055781811345
2064-06-18,64,6,3479.7473947795743
2064-06-19,64,6,7028.701399234792
2064-06-20,64,6,1769.4339123407717
2064-06-21,64,6,6261.627617604122
2064-06-22,64,6,17908.205268121073
2064-06-23,64,6,13221.31196718244
2064-06-24,64,6,26887.47962123227
2064-06-25,64,6,24705.863290414785
2064-06-26,64,6,10912.703199238404
2064-06-27,64,6,8523.279569507482
2064-06-28,64,6,12011.07983685074
2064-06-29,64,6,18118.553332929423
2064-06-30,64,6,8773.84558386341
2064-07-01,64,7,19100.318327624886
2064-07-02,64,7,12872.937913545973
2064-07-03,64,7,17009.368244707424
2064-07-04,64,7,13647.669344924185
2064-07-05,64,7,9539.507026715612
2064-07-06,64,7,28505.145901902542
2064-07-07,64,7,23144.568030633065
2064-07-08,64,7,5063.282097227124
2064-07-09,64,7,26185.571301039472
2064-07-10,64,7,15135.504749235895
2064-07-11,64,7,26942.01457992865
2064-07-12,64,7,24195.80242247214
2064-07-13,64,7,13331.19162960777
2064-07-14,64,7,1651.6099412834046
2064-07-15,64,7,8791.643422163437
2064-07-16,64,7,16707.39222516514
2064-07-17,64,7,19370.86837495827
2064-07-18,64,7,8478.742877562865
2064-07-19,64,7,5041.3261481119
2064-07-20,64,7,25212.976867179674
2064-07-21,64,7,29547.66324040301
2064-07-22,64,7,16245.015286777889
2064-07-23,64,7,5978.699289600801
2064-07-24,64,7,8896.912469061699
2064-07-25,64,7,1533.3296198765352
2064-07-26,64,7,27514.66539025447
2064-07-27,64,7,4414.781403814093
2064-07-28,64,7,17718.97778991335
2064-07-29,64,7,8947.601399928975
2064-07-30,64,7,17071.16207295801
2064-07-31,64,7,19891.19126220406
2064-08-01,64,8,25062.51230750885
2064-08-02,64,8,6986.216881057493
2064-08-03,64,8,1318.879031095934
2064-08-04,64,8,4969.683271995411
2064-08-05,64,8,27100.540613595047
2064-08-06,64,8,26342.81224931294
2064-08-07,64,8,18324.97996293894
2064-08-08,64,8,18414.988952575946
2064-08-09,64,8,20286.06356184141
2064-08-10,64,8,6085.767080080038
2064-08-11,64,8,27517.946431823835
2064-08-12,64,8,13144.34522187012
2064-08-13,64,8,12111.017319235427
2064-08-14,64,8,16048.613453202288
2064-08-15,64,8,2362.0130364765964
2064-08-16,64,8,5822.217693926303
2064-08-17,64,8,22402.974876364744
2064-08-18,64,8,3401.1613698286674
2064-08-19,64,8,18491.41117452526
2064-08-20,64,8,8115.124180758307
2064-08-21,64,8,12289.57280721732
2064-08-22,64,8,9372.118366350296
2064-08-23,64,8,11314.508777483525
2064-08-24,64,8,21852.33125034312
2064-08-25,64,8,9616.529753072076
2064-08-26,64,8,17425.73456861002
2064-08-27,64,8,14805.46166377389
2064-08-28,64,8,20246.463795516796
2064-08-29,64,8,28168.062440417983
2064-08-30,64,8,22244.59081909726
2064-08-31,64,8,7233.270979131946
2064-09-01,64,9,1904.3109167772554
2064-09-02,64,9,8605.657284694928
2064-09-03,64,9,18257.25999030739
2064-09-04,64,9,2491.34859104326
2064-09-05,64,9,15394.621168835854
2064-09-06,64,9,18308.442618589786
2064-09-07,64,9,10693.072833691864
2064-09-08,64,9,23356.453908628835
2064-09-09,64,9,4091.3493408793825
2064-09-10,64,9,3178.995670338454
2064-09-11,64,9,22117.473929904496
2064-09-12,64,9,15369.248169979755
2064-09-13,64,9,20963.669496404345
2064-09-14,64,9,13609.992819508641
2064-09-15,64,9,8145.658963934097
2064-09-16,64,9,24753.967212551794
2064-09-17,64,9,24183.060490100397
2064-09-18,64,9,21146.197654778378
2064-09-19,64,9,8892.208979668918
2064-09-20,64,9,18116.689339203527
2064-09-21,64,9,11468.243011260776
2064-09-22,64,9,3655.88012647239
2064-09-23,64,9,27602.093688405042
2064-09-24,64,9,4967.740296649881
2064-09-25,64,9,28556.88326080327
2064-09-26,64,9,13934.167415780716
2064-09-27,64,9,6368.85493631997
2064-09-28,64,9,16715.12747397239
2064-09-29,64,9,26315.42924041584
2064-09-30,64,9,22234.521705877276
2064-10-01,64,10,24390.273287982043
2064-10-02,64,10,20104.717634610803
2064-10-03,64,10,21076.020371017723
2064-10-04,64,10,25626.67389539426
2064-10-05,64,10,8240.372256916391
2064-10-06,64,10,15193.323945651075
2064-10-07,64,10,7415.073812768464
2064-10-08,64,10,29642.372231902762
2064-10-09,64,10,28377.720850911785
2064-10-10,64,10,2143.377529686671
2064-10-11,64,10,21461.680002954967
2064-10-12,64,10,27832.20120505431
2064-10-13,64,10,6236.685008692672
2064-10-14,64,10,17470.411686026255
2064-10-15,64,10,27549.160630053215
2064-10-16,64,10,1984.4333789881664
2064-10-17,64,10,21225.18775015836
2064-10-18,64,10,9623.121213803972
2064-10-19,64,10,27807.48966591938
2064-10-20,64,10,29160.689109795665
2064-10-21,64,10,28383.728184289583
2064-10-22,64,10,14752.21228306645
2064-10-23,64,10,25999.236878690088
2064-10-24,64,10,25491.93255751704
2064-10-25,64,10,10253.913724054413
2064-10-26,64,10,25038.548750369642
2064-10-27,64,10,2073.221406749286
2064-10-28,64,10,18291.82647597954
2064-10-29,64,10,7670.256281343389
2064-10-30,64,10,4496.439687541086
2064-10-31,64,10,3231.6428472470657
2064-11-01,64,11,21192.374500466052
2064-11-02,64,11,10856.373949273919
2064-11-03,64,11,22018.236374334083
2064-11-04,64,11,2895.3338831693286
2064-11-05,64,11,10143.4197970877
2064-11-06,64,11,16645.24747888478
2064-11-07,64,11,23930.971780329943
2064-11-08,64,11,10243.822585030028
2064-11-09,64,11,19150.849916673265
2064-11-10,64,11,26693.354698849427
2064-11-11,64,11,18860.032457286834
2064-11-12,64,11,7755.824767855379
2064-11-13,64,11,1707.6226651396028
2064-11-14,64,11,26232.867343126967
2064-11-15,64,11,1616.8129146612268
2064-11-16,64,11,26366.348507841783
2064-11-17,64,11,16339.176886789148
2064-11-18,64,11,28232.96325687399
2064-11-19,64,11,24164.713837436295
2064-11-20,64,11,29940.089205466786
2064-11-21,64,11,11170.642648099594
2064-11-22,64,11,23248.46037900268
2064-11-23,64,11,12655.996494668023
2064-11-24,64,11,14916.392988813357
2064-11-25,64,11,19197.658433332734
2064-11-26,64,11,26336.636311403825
2064-11-27,64,11,29538.42060677956
2064-11-28,64,11,23279.92900207103
2064-11-29,64,11,13115.23668285268
2064-11-30,64,11,13219.353066035035
2064-12-01,64,12,22389.886746077853
2064-12-02,64,12,7924.537227280768
2064-12-03,64,12,4203.749280810445
2064-12-04,64,12,11284.04257158252
2064-12-05,64,12,9329.93075796837
2064-12-06,64,12,9592.935493223713
2064-12-07,64,12,7774.624780447388
2064-12-08,64,12,2220.7024994544945
2064-12-09,64,12,1518.3441072690005
2064-12-10,64,12,29643.949302344914
2064-12-11,64,12,13405.420878340008
2064-12-12,64,12,12145.472767630768
2064-12-13,64,12,20709.771198099024
2064-12-14,64,12,7329.362748086861
2064-12-15,64,12,28548.874334556534
2064-12-16,64,12,23804.00541805101
2064-12-17,64,12,3592.919067055526
2064-12-18,64,12,13109.842497762922
2064-12-19,64,12,26494.430919302777
2064-12-20,64,12,28397.228646450898
2064-12-21,64,12,14554.643826246222
2064-12-22,64,12,18788.930287110525
2064-12-23,64,12,5843.984436670182
2064-12-24,64,12,29743.89015797232
2064-12-25,64,12,7718.4793401198585
2064-12-26,64,12,28339.221449918645
2064-12-27,64,12,19839.752820778685
2064-12-28,64,12,18624.367051486915
2064-12-29,64,12,15867.966819478748
2064-12-30,64,12,7689.424539815002
2064-12-31,64,12,6119.312928159739
